,strDrink,strCategory,strGlass,strIngredients,Alc_type,Basic_taste,strInstructions,strMeasures,Value_ml,Value_gr,Garnish_amount,Garnish_type
873,Fuzzy Asshole,Coffee / Tea,Coffee mug,Coffee,,bitter,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,1/2,15.0,,,
874,GG,Ordinary Drink,Collins Glass,Galliano,Sweet Liqueur,,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,2 1/2 shots,62.5,,,
875,GG,Ordinary Drink,Collins Glass,Ginger Ale,,sweet,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,,,,,
876,Gagliardo,Cocktail,Cocktail glass,Lemon Juice,,sour,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",3 parts,90.0,,,
877,Gagliardo,Cocktail,Cocktail glass,Galliano,Sweet Liqueur,,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",1 part,30.0,,,
878,Gagliardo,Cocktail,Cocktail glass,Sirup Of Roses,,sweet,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",1 part,30.0,,,
879,Gagliardo,Cocktail,Cocktail glass,Peach Vodka,Vodka,,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",5 parts,150.0,,,
880,Gentleman's Club,Ordinary Drink,Old-fashioned glass,Sweet Vermouth,Vermouth,,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",1 oz,30.0,,,
881,Gentleman's Club,Ordinary Drink,Old-fashioned glass,Brandy,Brandy,,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",1 oz,30.0,,,
882,Gentleman's Club,Ordinary Drink,Old-fashioned glass,Gin,Gin,,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",1 1/2 oz,45.0,,,
883,Gentleman's Club,Ordinary Drink,Old-fashioned glass,Club Soda,,sweet,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",1 oz,30.0,,,
884,Gideon's Green Dinosaur,Ordinary Drink,Collins glass,Melon Liqueur,Sweet Liqueur,,Add all ingredients in collins glass with ice and stir.,1/2 oz,15.0,,,
885,Gideon's Green Dinosaur,Ordinary Drink,Collins glass,Tequila,Tequila,,Add all ingredients in collins glass with ice and stir.,1/2 oz,15.0,,,
886,Gideon's Green Dinosaur,Ordinary Drink,Collins glass,Vodka,Vodka,,Add all ingredients in collins glass with ice and stir.,1/2 oz,15.0,,,
887,Gideon's Green Dinosaur,Ordinary Drink,Collins glass,Mountain Dew,,sweet,Add all ingredients in collins glass with ice and stir.,fill with,,,0,top up
888,Gideon's Green Dinosaur,Ordinary Drink,Collins glass,Dark Rum,Rum,,Add all ingredients in collins glass with ice and stir.,1/2 oz,15.0,,,
889,Gideon's Green Dinosaur,Ordinary Drink,Collins glass,Triple Sec,Triple Sec,,Add all ingredients in collins glass with ice and stir.,1/2 oz,15.0,,,
890,Gin And Tonic,Ordinary Drink,Highball glass,Lime,,sour,Pour the gin and the tonic water into a highball glass almost filled with ice cubes. Stir well. Garnish with the lime wedge.,1,30.0,,,
891,Gin And Tonic,Ordinary Drink,Highball glass,Tonic Water,,water,Pour the gin and the tonic water into a highball glass almost filled with ice cubes. Stir well. Garnish with the lime wedge.,5 oz,150.0,,,
892,Gin And Tonic,Ordinary Drink,Highball glass,Gin,Gin,,Pour the gin and the tonic water into a highball glass almost filled with ice cubes. Stir well. Garnish with the lime wedge.,2 oz,60.0,,,
893,Gin Cooler,Ordinary Drink,Collins glass,Powdered Sugar,,sweet,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,,,,,
894,Gin Cooler,Ordinary Drink,Collins glass,Gin,Gin,,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,2 oz,60.0,,,
895,Gin Cooler,Ordinary Drink,Collins glass,Carbonated Water,,water,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,,,,,
896,Gin Cooler,Ordinary Drink,Collins glass,Lemon Peel,,sour,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,,,,,
897,Gin Cooler,Ordinary Drink,Collins glass,Orange Spiral,,sweet,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,,,,,
898,Gin Daisy,Ordinary Drink,Old-fashioned glass,Maraschino Cherry,,sweet,"In a shaker half-filled with ice cubes, combine the wine, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",1,,,1,berry
899,Gin Daisy,Ordinary Drink,Old-fashioned glass,Sugar Superfine,,sweet,"In a shaker half-filled with ice cubes, combine the wine, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",1/2 tsp superfine,2.5,,,
900,Gin Daisy,Ordinary Drink,Old-fashioned glass,Gin,Gin,,"In a shaker half-filled with ice cubes, combine the wine, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",2 oz,60.0,,,
901,Gin Daisy,Ordinary Drink,Old-fashioned glass,Grenadine,,sweet,"In a shaker half-filled with ice cubes, combine the wine, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",1/2 tsp,,2.0,,
902,Gin Daisy,Ordinary Drink,Old-fashioned glass,Orange,,sweet,"In a shaker half-filled with ice cubes, combine the wine, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",1,,,1,slice
903,Gin Daisy,Ordinary Drink,Old-fashioned glass,Lemon Juice,,sour,"In a shaker half-filled with ice cubes, combine the wine, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",1 oz,30.0,,,
904,Gin Fizz,Ordinary Drink,Highball glass,Lemon,,sour,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",juice of 1/2,22.5,,,
905,Gin Fizz,Ordinary Drink,Highball glass,Gin,Gin,,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",2 oz,60.0,,,
906,Gin Fizz,Ordinary Drink,Highball glass,Carbonated Water,,water,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",,,,,
907,Gin Fizz,Ordinary Drink,Highball glass,Powdered Sugar,,sweet,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",1 tsp,,4.0,,
908,Gin Rickey,Cocktail,Highball glass,Soda Water,,sweet,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,top up with,,,0,top up
909,Gin Rickey,Cocktail,Highball glass,Lime,,sour,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,garnish,,,1,slice
910,Gin Rickey,Cocktail,Highball glass,Lemon,,sour,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,juice of 1/2,22.5,,,
911,Gin Rickey,Cocktail,Highball glass,Grenadine,,sweet,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,1 tsp,,4.0,,
912,Gin Rickey,Cocktail,Highball glass,Gin,Gin,,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,2 oz,60.0,,,
913,Gin Sling,Ordinary Drink,Old-fashioned glass,Lemon,,sour,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,juice of 1/2,22.5,,,
914,Gin Sling,Ordinary Drink,Old-fashioned glass,Water,,water,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,1 tsp,,4.0,,
915,Gin Sling,Ordinary Drink,Old-fashioned glass,Powdered Sugar,,sweet,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,1 tsp,,4.0,,
916,Gin Sling,Ordinary Drink,Old-fashioned glass,Gin,Gin,,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,2 oz,60.0,,,
917,Gin Sling,Ordinary Drink,Old-fashioned glass,Orange Peel,,sweet,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,twist of,,,1,twist
918,Gin Smash,Ordinary Drink,Old-fashioned glass,Gin,Gin,,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",2 oz,60.0,,,
919,Gin Smash,Ordinary Drink,Old-fashioned glass,Cherry,,sweet,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",1,,,1,berry
920,Gin Smash,Ordinary Drink,Old-fashioned glass,Carbonated Water,,water,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",1 oz,30.0,,,
921,Gin Smash,Ordinary Drink,Old-fashioned glass,Orange,,sweet,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",1 slice,,,1,slice
922,Gin Smash,Ordinary Drink,Old-fashioned glass,Sugar,,sweet,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",1 cube,,4.0,,
923,Gin Smash,Ordinary Drink,Old-fashioned glass,Mint,,mint,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",4,,,4,leaf(ves)
924,Gin Sour,Ordinary Drink,Whiskey sour glass,Lemon Juice,,sour,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",1 oz,30.0,,,
925,Gin Sour,Ordinary Drink,Whiskey sour glass,Sugar Superfine,,sweet,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",1/2 tsp superfine,2.5,,,
926,Gin Sour,Ordinary Drink,Whiskey sour glass,Gin,Gin,,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",2 oz,60.0,,,
927,Gin Sour,Ordinary Drink,Whiskey sour glass,Maraschino Cherry,,sweet,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",1,,,1,berry
928,Gin Sour,Ordinary Drink,Whiskey sour glass,Orange,,sweet,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",1,,,1,slice
929,Gin Squirt,Ordinary Drink,Highball glass,Grenadine,,sweet,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",1 tsp,,4.0,,
930,Gin Squirt,Ordinary Drink,Highball glass,Pineapple,,sweet,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",3 chunks,,90.0,,
931,Gin Squirt,Ordinary Drink,Highball glass,Powdered Sugar,,sweet,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",1 tblsp,,14.0,,
932,Gin Squirt,Ordinary Drink,Highball glass,Strawberries,,sweet,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",2,60.0,,,
933,Gin Squirt,Ordinary Drink,Highball glass,Gin,Gin,,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",1 1/2 oz,45.0,,,
934,Gin Squirt,Ordinary Drink,Highball glass,Carbonated Water,,water,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",,,,,
935,Gin Swizzle,Ordinary Drink,Highball glass,Lime Juice,,sour,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.",1 1/2 oz,45.0,,,
936,Gin Swizzle,Ordinary Drink,Highball glass,Bitters,Bitters,,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.",1 dash,1.0,,,
